ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade
IFAP,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,12,50,FALSE,null,TRUE,4,10792.54,4897.11,5895.43,12,66.67,52.87,-10.98,101.53,103.34,64.91,121.4
INEG,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,10,61.8,TRUE,3,FALSE,null,1452.02,52.31,1399.72,32,31.25,63.55,-7.77,18.72,51.42,10.95,41.6
INFI,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,9,88.6,TRUE,6,TRUE,6,27749.64,5599.78,22149.86,15,93.33,45.94,-10.57,75.19,134.38,52.49,72.8
IRAX,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,11,88.6,TRUE,5,FALSE,null,639.96,118.66,521.29,9,88.89,55.89,-13.72,42.31,35.47,29.66,71.6
IRON,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,2,78.6,FALSE,null,TRUE,6,21165.39,2094.53,19070.86,25,84.00,52.74,-11.88,55.09,125.00,39.38,41.2
ISMA,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,11,88.6,TRUE,3,TRUE,4,13245.65,1956.80,11288.84,31,77.42,57.76,-12.63,43.30,109.69,22.79,36.6
ISMQ,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,6,78.6,TRUE,6,FALSE,null,1654.06,442.70,1211.36,13,92.31,26.13,-9.61,44.59,54.25,31.04,68.6
ISPH,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,4,61.8,TRUE,3,TRUE,4,805.72,98.15,707.56,23,69.57,42.86,-11.01,30.89,39.57,12.76,44.7
JUFO,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,9,88.6,TRUE,5,TRUE,4,1877.78,381.60,1496.17,28,67.86,34.30,-9.99,27.84,57.08,13.46,48.8
KABO,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,3,78.6,FALSE,null,TRUE,10,3908.84,1174.96,2733.88,19,89.47,65.19,-15.48,38.41,74.80,26.85,74.0
KRDI,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,4,78.6,TRUE,4,FALSE,null,752.07,592.02,160.05,8,87.50,25.69,-7.95,61.95,38.29,52.12,90.9
KWIN,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,FALSE,null,null,TRUE,5,FALSE,null,2761.91,2177.35,584.55,6,83.33,48.34,-12.55,140.14,66.11,97.18,201.3
KZPC,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,5,61.8,TRUE,5,TRUE,6,1750.22,941.25,808.97,17,82.35,38.31,-8.28,41.69,55.50,22.00,78.8
LCSW,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,2,61.8,TRUE,4,TRUE,4,3224.58,1170.33,2054.26,27,77.78,58.95,-13.45,40.64,69.92,21.51,40.0
LKGP,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,12,88.6,TRUE,3,FALSE,null,1925.29,359.46,1565.83,9,100.00,49.86,-25.78,91.07,57.67,47.92,36.0
LUTS,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,5,88.6,TRUE,5,FALSE,null,338.68,327.68,11.00,4,75.00,23.98,-8.58,46.15,25.07,35.43,117.5
MAAL,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,12,78.6,TRUE,4,FALSE,null,2429.89,1051.04,1378.85,24,50.00,55.33,-8.71,30.61,63.04,18.53,44.1
MASR,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,3,78.6,TRUE,2,TRUE,10,726.26,120.97,605.29,27,88.89,42.91,-11.27,19.45,37.65,9.78,51.9
MBEG,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,8,78.6,TRUE,4,FALSE,null,5665.58,2484.57,3181.01,20,60.00,48.68,-9.89,44.22,84.68,27.47,65.0
MBSC,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,8,88.6,FALSE,null,TRUE,8,3037.85,2020.07,1017.79,13,76.92,32.41,-12.61,42.28,68.44,32.82,112.1
MCQE,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,9,78.6,TRUE,5,TRUE,4,11317.95,4179.31,7138.64,20,70.00,50.45,-10.40,51.77,104.80,31.56,69.3
MCRO,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,10,88.6,TRUE,5,TRUE,4,340.60,60.62,279.97,8,75.00,27.77,-12.25,31.83,25.15,22.78,64.8
MEGM,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,56.88,0.00,56.88,1,0.00,0.00,0.00,0.00,7.05,0.00,487.0
MENA,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,2,50,TRUE,2,TRUE,4,2641.06,399.54,2241.52,40,80.00,44.44,-11.38,25.11,65.03,11.18,29.6
